"Name";"DisplayName";"Description";"Enabled";"Direction";"Action";"Profile";"PolicyStore";"EdgeTraversalPolicy";"Platform";"Program";"Service";"InterfaceType";"InterfaceAlias";"ApplicationName";"ServiceName";"Group";"Owner";"DisplayGroup";"EnabledToString";"RuleState";"LocalAddresses";"RemoteAddresses";"LocalPorts";"RemotePorts";"Protocol";"Application";"IPsec";"Filters"
"CoreNet-Diag-ICMP6-EchoRequest-Out-NoScope";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv6-Sortant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-27000";;"Diagnostics de réseau de base";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv6";"System";"";""
"WMI-RPCSS-In-TCP-NoScope";"Windows Management Instrumentation (DCOM-In)";"Règle de trafic entrant pour autoriser le trafic DCOM pour Windows Management Instrumentation sur l’ordinateur distant. [TCP 135]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34251";;"Infrastructure de gestion Windows (WMI)";"True";"Active";"Any";"Any";"135";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"RemoteAssistance-SSDPSrv-In-TCP-Active";"Assistance à distance (SSDP TCP - en entrée)";"Règle de trafic entrant pour l’Assistance à distance pour autoriser l’utilisation du Plug-and-Play universel. [TCP 2869]";"True";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-33002";;"Assistance à distance";"True";"Active";"Any";"LocalSubnet";"2869";"Any";"TCP";"System";"";""
"MSDTC-KTMRM-In-TCP-NoScope";"Coordinateur de transactions distribuées (RPC)";"Règle de trafic entrant pour le Gestionnaire de ressources de transaction noyau que le service Coordinateur de transactions distribuées gère à distance via RPC/TCP.";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-33502";;"Coordinateur de transactions distribuées";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"ProximityUxHost-Sharing-In-TCP-NoScope";"Partage de proximité sur TCP (Partage TCP-Entrant)";"Règle entrante pour le partage de proximité sur TCP";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-36251";;"Partage de proximité";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\proximityuxhost.exe";"";""
"MsiScsi-Out-TCP-NoScope";"Service iSCSI (TCP-Sortie)";"Règle de trafic sortant pour le service iSCSI pour autoriser les communications avec un périphérique ou un serveur iSCSI. [TCP]";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-29002";;"Service iSCSI";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"NETDIS-FDRESPUB-WSD-In-UDP";"Découverte du réseau (Pub-WSD-In)";"Règle de trafic entrant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"3702";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"CoreNet-IGMP-In";"Gestion réseau de base - Internet Group Management Protocol (Trafic entrant IGMP)";"Les messages IGMP sont envoyés et reçus par les nœuds pour créer, joindre et séparer des groupes de multidiffusion.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"Any";"Any";"Any";"2";"System";"";""
"CoreNet-GP-NP-Out-TCP";"Gestion réseau de base - Stratégie de groupe (Trafic sortant NP)";"Gestion réseau de base - Stratégie de groupe (Trafic sortant NP)";"True";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"Any";"Any";"445";"TCP";"System";"";""
"WMI-WINMGMT-In-TCP-NoScope";"Windows Management Instrumentation (WMI-In)";"Règle de trafic entrant pour autoriser le trafic WMI pour Windows Management Instrumentation sur l’ordinateur distant. [TCP]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34251";;"Infrastructure de gestion Windows (WMI)";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"CoreNet-ICMP6-LR2-In";"Réseau de base - Rapport d’écouteur de multidiffusion v2 (ICMPv6 entrant)";"Le message Rapport de l’écouteur multidiffusion v2 est utilisé par un nœud d’écoute pour signaler immédiatement son intérêt dans la réception de trafic multidiffusion à une adresse de multidiffusion spécifique ou en réponse à une demande d’un écouteur multidiffusion.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"LocalSubnet6";"RPC";"Any";"ICMPv6";"System";"";""
"RVM-VDSLDR-In-TCP-NoScope";"Gestion des volumes à distance - Chargeur du service de disque virtuel (RPC)";"Règle de trafic entrant pour gérer à distance les volumes et le chargeur du service de disque virtuel via RPC/TCP.";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34501";;"Gestion des volumes à distance";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%SystemRoot%\system32\vdsldr.exe";"";""
"NETDIS-FDPHOST-Out-UDP-Active";"Découverte de réseau (WSD-Sortie)";"Règle de trafic sortant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"True";"Outbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"Any";"3702";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"NETDIS-FDPHOST-In-UDP";"Découverte de réseau (WSD-Entrée)";"Règle de trafic entrant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"3702";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"RemoteEventLogSvc-In-TCP-NoScope";"Gestion à distance des journaux des événements (RPC)";"Règle de trafic entrant pour que le service d’enregistrement d’événements local soit géré à distance via RPC/TCP.";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-29252";;"Gestion à distance des journaux des événements";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"CoreNet-ICMP6-LQ-In";"Réseau de base - Requête d’écouteur de multidiffusion (ICMPv6 entrant)";"Un routeur de multidiffusion IPv6 utilise le message Requête d’écouteur de multidiffusion pour interroger un lien quant à l’appartenance aux groupes de multidiffusion.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"LocalSubnet6";"RPC";"Any";"ICMPv6";"System";"";""
"Collab-PNRP-SSDPSrv-In-UDP";"Windows Peer to Peer Collaboration Foundation (SSDP-Entrée)";"Règle de trafic entrant pour Windows Peer to Peer Collaboration Foundation pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32002";;"Windows Peer to Peer Collaboration Foundation";"True";"Active";"Any";"LocalSubnet";"1900";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"Microsoft-Windows-DeviceManagement-OmaDmClient-TCP-Out";"Client de synchronisation de la gestion des périphériques de Windows (TCP sortant)";"Autoriser le trafic TCP sortant à partir du client de synchronisation de la gestion des périphériques Windows";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-37502";;"Gestion des périphériques Windows";"True";"Active";"Any";"Any";"49152-65535";"Any";"TCP";"%SystemRoot%\system32\omadmclient.exe";"";""
"CoreNet-ICMP6-LR-In";"Réseau de base - Rapport d’écouteur de multidiffusion (ICMPv6 entrant)";"Le message Rapport d’écouteur de multidiffusion est utilisé par un nœud à l’écoute pour signaler immédiatement son intérêt pour la réception du trafic de multidiffusion à une adresse de multidiffusion spécifique ou en réponse à une Requête d’écouteur de multidiffusion.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"LocalSubnet6";"RPC";"Any";"ICMPv6";"System";"";""
"CoreNet-Diag-ICMP4-EchoRequest-In-NoScope";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv4-Entrant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"True";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-27000";;"Diagnostics de réseau de base";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv4";"System";"";""
"SSTP-IN-TCP";"Protocole SSTP (SSTP-In)";"Règle de trafic entrant autorisant le trafic HTTPS du protocole SSTP (Secure Socket Tunneling Protocol). [TCP 443]";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@sstpsvc.dll,-35001";;"Protocole SSTP";"True";"Active";"Any";"Any";"443";"Any";"TCP";"System";"";""
"DIAL-Protocol-Server-HTTPSTR-In-TCP-LocalSubnetScope";"Serveur protocole DIAL (HTTP-In)";"Règle entrante du serveur protocole DIAL pour autoriser le contrôle à distance des applications avec HTTP. [TCP 10247]";"True";"Inbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-37101";;"Serveur protocole DIAL";"True";"Active";"Any";"LocalSubnet";"10247";"Any";"TCP";"System";"";""
"MSDTC-In-TCP";"Coordinateur de transactions distribuées (TCP-Entrée)";"Règle de trafic entrant pour autoriser le trafic pour le Coordinateur de transactions distribuées. [TCP]";"False";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-33502";;"Coordinateur de transactions distribuées";"True";"Active";"Any";"LocalSubnet";"Any";"Any";"TCP";"%SystemRoot%\system32\msdtc.exe";"";""
"CoreNet-DHCPV6-Out";"Réseau de base - Protocole DHCP pour IPv6 (DHCPV6-Out)";"Autorise les messages DHCPV6 (Dynamic Host Configuration Protocol pour IPv6) pour la configuration avec et sans état.";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"Any";"546";"547";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"RVM-VDS-In-TCP-NoScope";"Gestion des volumes à distance - Service de disque virtuel (RPC)";"Règle de trafic entrant pour gérer à distance les volumes et le service de disque virtuel via RPC/TCP.";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34501";;"Gestion des volumes à distance";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%SystemRoot%\system32\vds.exe";"";""
"WMI-WINMGMT-Out-TCP-NoScope";"Infrastructure de gestion Windows (WMI-Out)";"Règle de trafic sortant pour autoriser le trafic WMI pour Windows Management Instrumentation sur l’ordinateur distant. [TCP]";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34251";;"Infrastructure de gestion Windows (WMI)";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"Netlogon-TCP-RPC-In";"Autorisation de service Netlogon (RPC)";"Règle entrante permettant au service NetLogon de traiter les demandes d’autorisation distantes via le protocole RPC/TCP.";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@firewallapi.dll,-37681";;"Service Accès réseau";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%SystemRoot%\System32\lsass.exe";"";""
"CoreNet-ICMP6-TE-In";"Gestion réseau de base - temps dépassé (ICMPv6 entrant)";"Les messages d’erreur Temps dépassé sont générés par un nœud que le paquet traverse si la valeur du champ Limite étape est décrémentée jusqu’à zéro à un point quelconque sur le chemin d’accès.";"True";"Inbound";"Allow";"Any";;"Allow";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv6";"System";"";""
"MDNS-In-UDP-Domain-Active";"mDNS (UDP-Entrée)";"Règle de trafic entrant pour le trafic mDNS [UDP]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@%SystemRoot%\system32\firewallapi.dll,-37302";;"mDNS";"True";"Active";"Any";"Any";"5353";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"Collab-P2PHost-In-TCP";"Windows Peer to Peer Collaboration Foundation (TCP-Entrée)";"Règle de trafic entrant pour Windows Peer to Peer Collaboration Foundation pour la communication d’égal à égal. [TCP]";"False";"Inbound";"Allow";"Any";;"DeferToApp";"System.String[]";;;;;;;"@FirewallAPI.dll,-32002";;"Windows Peer to Peer Collaboration Foundation";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\p2phost.exe";"";""
"RemoteAssistance-In-TCP-EdgeScope-Active";"Assistance à distance (TCP-Entrée)";"Règle de trafic entrant pour le trafic d’Assistance à distance. [TCP]";"True";"Inbound";"Allow";"Domain, Private";;"DeferToApp";"System.String[]";;;;;;;"@FirewallAPI.dll,-33002";;"Assistance à distance";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\msra.exe";"";""
"NETDIS-UPnP-Out-TCP-Active";"Découverte du réseau (Trafic sortant sur l’hôte du périphérique Plug-and-Play universel)";"Règle de trafic sortant pour la découverte du réseau qui autorise l’utilisation de périphériques Plug-and-Play universels [TCP]";"True";"Outbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"Any";"2869";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"CoreNet-Diag-ICMP4-EchoRequest-In";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv4-Entrant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"False";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-27000";;"Diagnostics de réseau de base";"True";"Active";"Any";"LocalSubnet4";"RPC";"Any";"ICMPv4";"System";"";""
"WINRM-HTTP-Compat-In-TCP-NoScope";"Gestion à distance de Windows - Mode de compatibilité (HTTP-Entrée)";"Règle de trafic entrant du mode de compatibilité pour la Gestion à distance de Windows via le service Gestion des services Web. [TCP 80]";"True";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-30252";;"Gestion à distance de Windows (Compatibilité)";"True";"Active";"Any";"Any";"80";"Any";"TCP";"System";"";""
"NETDIS-NB_Name-Out-UDP-Active";"Découverte de réseau (NB-Nom-Sortie)";"Règle de trafic sortant pour la découverte de réseau pour autoriser la résolution de noms NETBIOS. [UDP 137]";"True";"Outbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"Any";"137";"UDP";"System";"";""
"RRAS-GRE-Out";"Routage et accès distant (GRE-Sortie)";"Règle de trafic sortant pour RRAS pour autoriser le trafic de protocole GRE (Generic Routing Encapsulation).";"False";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-33752";;"Routage et accès distant";"True";"Active";"Any";"Any";"Any";"Any";"47";"System";"";""
"MSDTC-In-TCP-NoScope";"Coordinateur de transactions distribuées (TCP-Entrée)";"Règle de trafic entrant pour autoriser le trafic pour le Coordinateur de transactions distribuées. [TCP]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-33502";;"Coordinateur de transactions distribuées";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\msdtc.exe";"";""
"NETDIS-NB_Name-Out-UDP-NoScope";"Découverte de réseau (NB-Nom-Sortie)";"Règle de trafic sortant pour la découverte de réseau pour autoriser la résolution de noms NETBIOS. [UDP 137]";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"Any";"Any";"137";"UDP";"System";"";""
"CoreNet-GP-Out-TCP";"Gestion réseau de base - Stratégie de groupe (Trafic sortant TCP)";"Règle de trafic sortant qui autorise le trafic RPC distant pour les mises à jour de la Stratégie de groupe. [TCP]";"True";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"CoreNet-Diag-ICMP6-EchoRequest-In-NoScope";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv6-Entrant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"True";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-27000";;"Diagnostics de réseau de base";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv6";"System";"";""
"MDNS-In-UDP-Public-Active";"mDNS (UDP-Entrée)";"Règle de trafic entrant pour le trafic mDNS [UDP]";"False";"Inbound";"Allow";"Public";;"Block";"System.String[]";;;;;;;"@%SystemRoot%\system32\firewallapi.dll,-37302";;"mDNS";"True";"Active";"Any";"LocalSubnet";"5353";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"WMPNSS-WMP-Out-TCP";"Service de partage réseau du Lecteur multimédia Windows (Diffusion en continu-TCP-Sortie)";"Règle de trafic sortant pour que le Lecteur multimédia Windows autorise le flux de média TCP/HTTP. [TCP]";"False";"Outbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-31252";;"Service de partage réseau du Lecteur multimédia Windows";"True";"Active";"Any";"LocalSubnet";"Any";"Any";"TCP";"%PROGRAMFILES%\Windows Media Player\wmplayer.exe";"";""
"WMP-In-UDP";"Lecteur multimédia Windows (UDP-Entrée)";"Règle de trafic entrant pour que le Lecteur multimédia Windows autorise le flux de média UDP. [UDP]";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-31002";;"Lecteur multimédia Windows";"True";"Active";"Any";"Any";"Any";"Any";"UDP";"%ProgramFiles%\Windows Media Player\wmplayer.exe";"";""
"Microsoft-Windows-PeerDist-HostedServer-Out";"Serveur de cache hébergé de BranchCache (HTTP-Out)";"Règle de trafic sortant pour BranchCache autorisant la communication entre un cache hébergé et ses clients [TCP]";"False";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@peerdistsh.dll,-9002";;"BranchCache - Serveur de cache hébergé (utilise HTTPS)";"True";"Active";"Any";"Any";"80;443";"Any";"TCP";"SYSTEM";"";""
"PlayTo-QWave-Out-TCP-PlayToScope";"Fonctionnalité Diffuser sur un appareil (qWave-TCP-Sortie)";"Règle de trafic sortant pour que la fonctionnalité Diffuser sur un appareil autorise l'utilisation du service qWave (Quality Windows Audio Video Experience). [TCP 2177]";"True";"Outbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-36001";;"Fonctionnalité Diffuser sur un appareil";"True";"Active";"Any";"PlayToDevice";"Any";"2177";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"Microsoft-Windows-PeerDist-WSD-In";"Découverte d’homologue de BranchCache (WSD-In)";"Règle de trafic entrant pour BranchCache autorisant la découverte d’homologue [UDP 3702]";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@peerdistsh.dll,-9001";;"BranchCache - Découverte d’homologue (utilise WSD)";"True";"Active";"Any";"LocalSubnet";"3702";"Any";"UDP";"%systemroot%\system32\svchost.exe";"";""
"PlayTo-In-UDP-LocalSubnetScope";"Serveur de diffusion en continu sur un appareil (RTCP-Diffusion en continu-Entrée)";"Règle de trafic entrant pour que le serveur Diffuser sur un appareil autorise la diffusion en continu par RTSP et RTP. [UDP]";"True";"Inbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-36001";;"Fonctionnalité Diffuser sur un appareil";"True";"Active";"Any";"LocalSubnet";"Any";"Any";"UDP";"%SystemRoot%\system32\mdeserver.exe";"";""
"MCX-HTTPSTR-In-TCP";"Unités Media Center Extender - Diffusion en continu HTTP (TCP-Entrée)";"Règle de trafic entrant pour les unités Media Center Extender pour autoriser le flux de média HTTP. [TCP 10244]";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-30752";;"Unités Media Center Extender";"True";"Active";"Any";"LocalSubnet";"10244";"Any";"TCP";"System";"";""
"WPDMTP-Out-TCP";"Périphériques mobiles sans fil (TCP-Sortie)";"Règle de trafic sortant pour les périphériques mobiles sans fil pour autoriser l’utilisation du cadre pour pilotes Windows en mode utilisateur. [TCP]";"False";"Outbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-30502";;"Périphériques mobiles sans fil";"True";"Active";"Any";"LocalSubnet";"Any";"15740";"TCP";"%SystemRoot%\system32\wudfhost.exe";"";""
"MCX-QWave-In-UDP";"Unités Media Center Extender - qWave (UDP-Entrée)";"Règle de trafic entrant pour les unités Media Center Extender pour autoriser l’utilisation du service qWave (Quality Windows Audio Video Experience). [UDP 2177]";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-30752";;"Unités Media Center Extender";"True";"Active";"Any";"LocalSubnet";"2177";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"PlayTo-Out-UDP-PlayToScope";"Serveur de diffusion en continu sur un appareil (RTP-Diffusion en continu-Sortie)";"Règle de trafic sortant pour que le serveur Diffuser sur un appareil autorise la diffusion en continu par RTSP et RTP. [UDP]";"True";"Outbound";"Allow";"Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-36001";;"Fonctionnalité Diffuser sur un appareil";"True";"Active";"Any";"PlayToDevice";"Any";"Any";"UDP";"%SystemRoot%\system32\mdeserver.exe";"";""
"PlayTo-Out-UDP-LocalSubnetScope";"Serveur de diffusion en continu sur un appareil (RTP-Diffusion en continu-Sortie)";"Règle de trafic sortant pour que le serveur Diffuser sur un appareil autorise la diffusion en continu par RTSP et RTP. [UDP]";"True";"Outbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-36001";;"Fonctionnalité Diffuser sur un appareil";"True";"Active";"Any";"LocalSubnet";"Any";"Any";"UDP";"%SystemRoot%\system32\mdeserver.exe";"";""
"MCX-Prov-Out-TCP";"Unités Media Center Extender - Approvisionnement de périphériques (TCP-Sortie)";"Règle de trafic sortant pour les unités Media Center Extender, autorisant le trafic pour l’approvisionnement des périphériques. [TCP]";"False";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-30752";;"Unités Media Center Extender";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\ehome\mcx2prov.exe";"";""
"WMPNSS-QWave-In-TCP";"Service de partage réseau du Lecteur multimédia Windows (qWave-TCP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur multimédia Windows pour autoriser l’utilisation du service qWave (Quality Windows Audio Video Experience). [TCP 2177]";"False";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-31252";;"Service de partage réseau du Lecteur multimédia Windows";"True";"Active";"Any";"LocalSubnet";"2177";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"WMPNSS-QWave-In-UDP";"Service de partage réseau du Lecteur multimédia Windows (qWave-UDP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur multimédia Windows pour autoriser l’utilisation du service qWave (Quality Windows Audio Video Experience). [UDP 2177]";"False";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-31252";;"Service de partage réseau du Lecteur multimédia Windows";"True";"Active";"Any";"LocalSubnet";"2177";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"PlayTo-In-UDP-NoScope";"Serveur de diffusion en continu sur un appareil (RTCP-Diffusion en continu-Entrée)";"Règle de trafic entrant pour que le serveur Diffuser sur un appareil autorise la diffusion en continu par RTSP et RTP. [UDP]";"True";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-36001";;"Fonctionnalité Diffuser sur un appareil";"True";"Active";"Any";"Any";"Any";"Any";"UDP";"%SystemRoot%\system32\mdeserver.exe";"";""
"WMPNSS-UPnPHost-In-TCP";"Service de partage réseau du Lecteur multimédia Windows (UPnP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur multimédia Windows pour autoriser l’utilisation du Plug-and-Play universel. [TCP 2869]";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-31252";;"Service de partage réseau du Lecteur multimédia Windows";"True";"Active";"Any";"LocalSubnet";"2869";"Any";"TCP";"System";"";""
"WMPNSS-WMP-Out-UDP-NoScope";"Service de partage réseau du Lecteur multimédia Windows (Diffusion en continu-UDP-Sortie)";"Règle de trafic sortant pour que le Lecteur multimédia Windows autorise le flux de média UDP. [UDP]";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-31252";;"Service de partage réseau du Lecteur multimédia Windows";"True";"Active";"Any";"Any";"Any";"Any";"UDP";"%PROGRAMFILES%\Windows Media Player\wmplayer.exe";"";""
"Microsoft-Windows-PeerDist-HostedServer-In";"Serveur de cache hébergé de BranchCache (HTTP-In)";"Règle de trafic entrant pour BranchCache autorisant la communication entre un cache hébergé et ses clients [TCP]";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@peerdistsh.dll,-9002";;"BranchCache - Serveur de cache hébergé (utilise HTTPS)";"True";"Active";"Any";"Any";"80;443";"Any";"TCP";"SYSTEM";"";""
"WMPNSS-UPnP-Out-TCP";"Service Partage réseau du Lecteur multimédia Windows (Trafic sortant sur l’hôte du périphérique Plug-and-Play universel)";"Règle de trafic sortant pour le service Partage réseau du Lecteur multimédia Windows qui autorise l’utilisation de périphériques Plug-and-Play universels [TCP]";"False";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-31252";;"Service de partage réseau du Lecteur multimédia Windows";"True";"Active";"Any";"LocalSubnet";"Any";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"WMPNSS-In-UDP-NoScope";"Service de partage réseau du Lecteur multimédia Windows (UDP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur multimédia Windows pour autoriser le partage du trafic. [UDP]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-31252";;"Service de partage réseau du Lecteur multimédia Windows";"True";"Active";"Any";"Any";"Any";"Any";"UDP";"%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe";"";""
