"Name";"DisplayName";"Description";"Enabled";"Direction";"Action";"Profile";"PolicyStore";"EdgeTraversalPolicy";"Platform";"Program";"Service";"InterfaceType";"InterfaceAlias";"ApplicationName";"ServiceName";"Group";"Owner";"DisplayGroup";"EnabledToString";"RuleState";"LocalAddresses";"RemoteAddresses";"LocalPorts";"RemotePorts";"Protocol";"Application";"IPsec";"Filters"
"RemoteFwAdmin-In-TCP";"Gestion à distance (RPC) du Pare-feu Windows Defender";"Règle de trafic entrant pour que le Pare-feu Windows Defender soit géré à distance via RPC/TCP.";"False";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-30002";;"Gestion à distance du Pare-feu Windows Defender";"True";"Active";"Any";"LocalSubnet";"RPC";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"AllJoyn-Router-In-TCP";"Routeur AllJoyn (TCP entrant)";"Règle de trafic de routeur AllJoyn [TCP] entrant";"True";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-37002";;"Routeur AllJoyn";"True";"Active";"Any";"Any";"9955";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"AllJoyn-Router-In-UDP";"Routeur AllJoyn (UDP entrant)";"Règle de trafic de routeur AllJoyn [UDP] entrant";"True";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-37002";;"Routeur AllJoyn";"True";"Active";"Any";"Any";"Any";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"RemoteAssistance-PnrpSvc-UDP-OUT-Active";"Assistance à distance (PRNP - en sortie)";"Règle de trafic sortant d’Assistance à distance qui autorise l’utilisation du protocole PRNP. [UDP]";"True";"Outbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-33002";;"Assistance à distance";"True";"Active";"Any";"Any";"Any";"Any";"UDP";"%systemroot%\system32\svchost.exe";"";""
"CoreNet-ICMP6-LD-In";"Réseau de base - Écouteur de multidiffusion terminé (ICMPv6 entrant)";"Les messages Écouteur multidiffusion terminé informent les routeurs locaux qu’il ne reste aucun membre pour une adresse de multidiffusion spécifique sur le sous-réseau.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"LocalSubnet6";"RPC";"Any";"ICMPv6";"System";"";""
"Microsoft-Windows-Unified-Telemetry-Client";"Expériences des utilisateurs connectés et télémétrie";"Trafic sortant unifié de client de télémétrie";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"DiagTrack";;"DiagTrack";"True";"Active";"Any";"Any";"Any";"443";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"NETDIS-WSDEVNTS-In-TCP";"Découverte du réseau (WSD EventsSecure-In)";"Règle de trafic entrant pour que la Découverte du réseau autorise les événements WSDAPI sécurisés via la découverte des fonctions. [TCP 5358]";"True";"Inbound";"Allow";"Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"5358";"Any";"TCP";"System";"";""
"CoreNet-ICMP6-DU-In";"Gestion réseau de base - Destination inaccessible (ICMPv6 entrant)";"Les messages d’erreur Destination inaccessible sont envoyés par tout nœud traversé par un paquet, qui est incapable d’acheminer le paquet pour toute raison à l’exclusion de problème de congestion du réseau.";"True";"Inbound";"Allow";"Any";;"Allow";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv6";"System";"";""
"WFDPRINT-SCAN-Out-Active";"Utilisation de service de numérisation Wi-Fi Direct (Sortie)";"Règle de trafic sortant relative à l’utilisation de scanneurs WSD sur des réseaux Wi-Fi Direct.";"True";"Outbound";"Allow";"Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-36851";;"Découverte de réseau Wi-Fi Direct";"True";"Active";"Any";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";"";""
"NETDIS-NB_Datagram-In-UDP-Active";"Découverte de réseau (NB-Datagramme-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser la transmission et la réception des datagrammes NETBIOS. [UDP 138]";"True";"Inbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"138";"Any";"UDP";"System";"";""
"CDPSvc-WFD-In-TCP";"Plateforme d’appareils connectés - Transport Wi-Fi Direct (TCP-entrant)";"Règle de trafic entrant permettant d'utiliser le trafic Wi-Fi Direct dans la plateforme d’appareils connectés [TCP]";"True";"Inbound";"Allow";"Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-37402";;"Plateforme d’appareils connectés";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"RemoteTask-In-TCP";"Gestion à distance des tâches planifiées (RPC)";"Règle de trafic entrant pour que le service Planificateur de tâches soit géré à distance via RPC/TCP.";"True";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-33252";;"Gestion à distance des tâches planifiées";"True";"Active";"Any";"LocalSubnet";"RPC";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"NETDIS-SSDPSrv-Out-UDP";"Découverte de réseau (SSDP-Sortie)";"Règle de trafic sortant pour la découverte de réseau pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"Any";"1900";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"CoreNet-Diag-ICMP4-EchoRequest-Out";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv4-Sortant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"False";"Outbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-27000";;"Diagnostics de réseau de base";"True";"Active";"Any";"LocalSubnet4";"RPC";"Any";"ICMPv4";"System";"";""
"MDNS-Out-UDP-Private-Active";"mDNS (UDP-Sortie)";"Règle de trafic sortant pour le trafic mDNS [UDP]";"True";"Outbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;"@%SystemRoot%\system32\firewallapi.dll,-37302";;"mDNS";"True";"Active";"Any";"LocalSubnet";"Any";"5353";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"NETDIS-NB_Datagram-Out-UDP-NoScope";"Découverte de réseau (NB-Datagramme-Sortie)";"Règle de trafic sortant pour la découverte de réseau pour autoriser la transmission et la réception des datagrammes NETBIOS. [UDP 138]";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"Any";"Any";"138";"UDP";"System";"";""
"PerfLogsAlerts-DCOM-In-TCP-NoScope";"Journaux et alertes de performance (DCOM entrant)";"Règle de trafic entrant pour les journaux et alertes de performance afin d’autoriser l’activation DCOM à distance. [TCP-135]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34752";;"Journaux et alertes de performance";"True";"Active";"Any";"Any";"135";"Any";"TCP";"%systemroot%\system32\svchost.exe";"";""
"RRAS-PPTP-Out-TCP";"Routage et accès distant (PPTP-Sortie)";"Règle de trafic sortant pour RRAS pour autoriser le trafic PPTP (Point-to-Point Tunnel Protocol). [TCP 1723]";"False";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-33752";;"Routage et accès distant";"True";"Active";"Any";"Any";"Any";"1723";"TCP";"System";"";""
"PerfLogsAlerts-PLASrv-In-TCP-NoScope";"Journaux et alertes de performance (TCP entrant)";"Règle de trafic entrant pour les journaux et alertes de performance. [TCP entrant]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34752";;"Journaux et alertes de performance";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%systemroot%\system32\plasrv.exe";"";""
"WINRM-HTTP-In-TCP-NoScope";"Gestion à distance de Windows (HTTP-Entrée)";"Règle de trafic entrant pour la gestion à distance de Windows via le service Gestion des services Web. [TCP 5985]";"True";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-30267";;"Gestion à distance de Windows";"True";"Active";"Any";"Any";"5985";"Any";"TCP";"System";"";""
"NETDIS-FDPHOST-Out-UDP";"Découverte de réseau (WSD-Sortie)";"Règle de trafic sortant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"Any";"3702";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"NETDIS-WSDEVNT-In-TCP";"Découverte du réseau (Événements WSD-Trafic entrant)";"Règle de trafic entrant pour la découverte du réseau qui autorise les événements WSDAPI via la découverte de fonction [TCP 5357]";"True";"Inbound";"Allow";"Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"5357";"Any";"TCP";"System";"";""
"CoreNet-ICMP6-NDS-Out";"Réseau de base - Sollicitation de découverte de voisin (ICMPv6 sortant)";"Les sollicitations de découverte de voisin sont envoyées par des nœuds pour découvrir l’adresse de couche de liaison d’un autre nœud IPv6 on-link.";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv6";"System";"";""
"WFDPRINT-DAFWSD-In-Active";"Découverte de réseau Wi-Fi Direct (Entrée)";"Règle de trafic entrant relative à la découverte de périphériques WSD sur des réseaux Wi-Fi Direct.";"True";"Inbound";"Allow";"Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-36851";;"Découverte de réseau Wi-Fi Direct";"True";"Active";"Any";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\dashost.exe";"";""
"Collab-PNRP-Out-UDP";"Windows Peer to Peer Collaboration Foundation (PNRP-Sortie)";"Règle de trafic sortant pour Windows Peer to Peer Collaboration Foundation pour autoriser la résolution de noms d’homologues. [UDP 3540]";"False";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32002";;"Windows Peer to Peer Collaboration Foundation";"True";"Active";"Any";"Any";"Any";"3540";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"WirelessDisplay-In-TCP";"Affichage sans fil (TCP entrant)";"Règle de trafic entrant pour Affichage sans fil [TCP]";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@wifidisplay.dll,-100";;"Affichage sans fil";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%systemroot%\system32\WUDFHost.exe";"";""
"PNRPMNRS-SSDPSrv-In-UDP";"Service d’inscription de nom d’ordinateur Espace de collaboration Windows (SSDP-In)";"Règle de trafic entrant pour que le service d’inscription de nom d’ordinateur Espace de collaboration Windows autorise l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34002";;"Service d’inscription de nom d’ordinateur Espace de collaboration Windows";"True";"Active";"Any";"LocalSubnet";"1900";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"NETDIS-UPnPHost-In-TCP-NoScope";"Découverte de réseau (UPnP-Entrée)";"Règle de trafic entrant pour la découverte de réseau pour autoriser l’utilisation du Plug-and-Play universel. [TCP 2869]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"Any";"2869";"Any";"TCP";"System";"";""
"PerfLogsAlerts-DCOM-In-TCP";"Journaux et alertes de performance (DCOM entrant)";"Règle de trafic entrant pour les journaux et alertes de performance afin d’autoriser l’activation DCOM à distance. [TCP-135]";"False";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34752";;"Journaux et alertes de performance";"True";"Active";"Any";"LocalSubnet";"135";"Any";"TCP";"%systemroot%\system32\svchost.exe";"";""
"CoreNet-IPv6-Out";"Gestion réseau de base - IPv6 (Trafic sortant IPv6)";"Règle de trafic sortant requise pour autoriser le trafic IPv6 pour les services de tunneling ISATAP (protocole d’adressage tunnel intra-site) et 6to4.";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"Any";"Any";"Any";"41";"System";"";""
"NETDIS-WSDEVNTS-Out-TCP-Active";"Découverte du réseau (WSD EventsSecure-Out)";"Règle de trafic sortant pour que la Découverte du réseau autorise les événements WSDAPI via la découverte de fonctions. [TCP 5358]";"True";"Outbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"Any";"5358";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"RemoteEventLogSvc-RPCSS-In-TCP";"Gestion à distance des journaux des événements (RPC-EPMAP)";"Règle de trafic entrant pour le service RPCSS pour autoriser le trafic RPC/TCP pour le service d’enregistrement d’événements local.";"False";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-29252";;"Gestion à distance des journaux des événements";"True";"Active";"Any";"LocalSubnet";"RPCEPMap";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"CoreNet-Diag-ICMP6-EchoRequest-Out-NoScope";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv6-Sortant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-27000";;"Diagnostics de réseau de base";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv6";"System";"";""
"WMI-RPCSS-In-TCP-NoScope";"Windows Management Instrumentation (DCOM-In)";"Règle de trafic entrant pour autoriser le trafic DCOM pour Windows Management Instrumentation sur l’ordinateur distant. [TCP 135]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34251";;"Infrastructure de gestion Windows (WMI)";"True";"Active";"Any";"Any";"135";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"RemoteAssistance-SSDPSrv-In-TCP-Active";"Assistance à distance (SSDP TCP - en entrée)";"Règle de trafic entrant pour l’Assistance à distance pour autoriser l’utilisation du Plug-and-Play universel. [TCP 2869]";"True";"Inbound";"Allow";"Domain, Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-33002";;"Assistance à distance";"True";"Active";"Any";"LocalSubnet";"2869";"Any";"TCP";"System";"";""
"MSDTC-KTMRM-In-TCP-NoScope";"Coordinateur de transactions distribuées (RPC)";"Règle de trafic entrant pour le Gestionnaire de ressources de transaction noyau que le service Coordinateur de transactions distribuées gère à distance via RPC/TCP.";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-33502";;"Coordinateur de transactions distribuées";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"ProximityUxHost-Sharing-In-TCP-NoScope";"Partage de proximité sur TCP (Partage TCP-Entrant)";"Règle entrante pour le partage de proximité sur TCP";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-36251";;"Partage de proximité";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\proximityuxhost.exe";"";""
"MsiScsi-Out-TCP-NoScope";"Service iSCSI (TCP-Sortie)";"Règle de trafic sortant pour le service iSCSI pour autoriser les communications avec un périphérique ou un serveur iSCSI. [TCP]";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-29002";;"Service iSCSI";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"NETDIS-FDRESPUB-WSD-In-UDP";"Découverte du réseau (Pub-WSD-In)";"Règle de trafic entrant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"3702";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"CoreNet-IGMP-In";"Gestion réseau de base - Internet Group Management Protocol (Trafic entrant IGMP)";"Les messages IGMP sont envoyés et reçus par les nœuds pour créer, joindre et séparer des groupes de multidiffusion.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"Any";"Any";"Any";"2";"System";"";""
"CoreNet-GP-NP-Out-TCP";"Gestion réseau de base - Stratégie de groupe (Trafic sortant NP)";"Gestion réseau de base - Stratégie de groupe (Trafic sortant NP)";"True";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"Any";"Any";"445";"TCP";"System";"";""
"WMI-WINMGMT-In-TCP-NoScope";"Windows Management Instrumentation (WMI-In)";"Règle de trafic entrant pour autoriser le trafic WMI pour Windows Management Instrumentation sur l’ordinateur distant. [TCP]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34251";;"Infrastructure de gestion Windows (WMI)";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"CoreNet-ICMP6-LR2-In";"Réseau de base - Rapport d’écouteur de multidiffusion v2 (ICMPv6 entrant)";"Le message Rapport de l’écouteur multidiffusion v2 est utilisé par un nœud d’écoute pour signaler immédiatement son intérêt dans la réception de trafic multidiffusion à une adresse de multidiffusion spécifique ou en réponse à une demande d’un écouteur multidiffusion.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"LocalSubnet6";"RPC";"Any";"ICMPv6";"System";"";""
"RVM-VDSLDR-In-TCP-NoScope";"Gestion des volumes à distance - Chargeur du service de disque virtuel (RPC)";"Règle de trafic entrant pour gérer à distance les volumes et le chargeur du service de disque virtuel via RPC/TCP.";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34501";;"Gestion des volumes à distance";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%SystemRoot%\system32\vdsldr.exe";"";""
"NETDIS-FDPHOST-Out-UDP-Active";"Découverte de réseau (WSD-Sortie)";"Règle de trafic sortant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"True";"Outbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"Any";"3702";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"NETDIS-FDPHOST-In-UDP";"Découverte de réseau (WSD-Entrée)";"Règle de trafic entrant pour que la Découverte du réseau découvre les périphériques via la découverte de fonctions. [UDP 3702]";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32752";;"Recherche du réseau";"True";"Active";"Any";"LocalSubnet";"3702";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"RemoteEventLogSvc-In-TCP-NoScope";"Gestion à distance des journaux des événements (RPC)";"Règle de trafic entrant pour que le service d’enregistrement d’événements local soit géré à distance via RPC/TCP.";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-29252";;"Gestion à distance des journaux des événements";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"CoreNet-ICMP6-LQ-In";"Réseau de base - Requête d’écouteur de multidiffusion (ICMPv6 entrant)";"Un routeur de multidiffusion IPv6 utilise le message Requête d’écouteur de multidiffusion pour interroger un lien quant à l’appartenance aux groupes de multidiffusion.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"LocalSubnet6";"RPC";"Any";"ICMPv6";"System";"";""
"Collab-PNRP-SSDPSrv-In-UDP";"Windows Peer to Peer Collaboration Foundation (SSDP-Entrée)";"Règle de trafic entrant pour Windows Peer to Peer Collaboration Foundation pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-32002";;"Windows Peer to Peer Collaboration Foundation";"True";"Active";"Any";"LocalSubnet";"1900";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"Microsoft-Windows-DeviceManagement-OmaDmClient-TCP-Out";"Client de synchronisation de la gestion des périphériques de Windows (TCP sortant)";"Autoriser le trafic TCP sortant à partir du client de synchronisation de la gestion des périphériques Windows";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-37502";;"Gestion des périphériques Windows";"True";"Active";"Any";"Any";"49152-65535";"Any";"TCP";"%SystemRoot%\system32\omadmclient.exe";"";""
"CoreNet-ICMP6-LR-In";"Réseau de base - Rapport d’écouteur de multidiffusion (ICMPv6 entrant)";"Le message Rapport d’écouteur de multidiffusion est utilisé par un nœud à l’écoute pour signaler immédiatement son intérêt pour la réception du trafic de multidiffusion à une adresse de multidiffusion spécifique ou en réponse à une Requête d’écouteur de multidiffusion.";"True";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"LocalSubnet6";"RPC";"Any";"ICMPv6";"System";"";""
"CoreNet-Diag-ICMP4-EchoRequest-In-NoScope";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv4-Entrant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-27000";;"Diagnostics de réseau de base";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv4";"System";"";""
"SSTP-IN-TCP";"Protocole SSTP (SSTP-In)";"Règle de trafic entrant autorisant le trafic HTTPS du protocole SSTP (Secure Socket Tunneling Protocol). [TCP 443]";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@sstpsvc.dll,-35001";;"Protocole SSTP";"True";"Active";"Any";"Any";"443";"Any";"TCP";"System";"";""
"DIAL-Protocol-Server-HTTPSTR-In-TCP-LocalSubnetScope";"Serveur protocole DIAL (HTTP-In)";"Règle entrante du serveur protocole DIAL pour autoriser le contrôle à distance des applications avec HTTP. [TCP 10247]";"True";"Inbound";"Allow";"Private";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-37101";;"Serveur protocole DIAL";"True";"Active";"Any";"LocalSubnet";"10247";"Any";"TCP";"System";"";""
"MSDTC-In-TCP";"Coordinateur de transactions distribuées (TCP-Entrée)";"Règle de trafic entrant pour autoriser le trafic pour le Coordinateur de transactions distribuées. [TCP]";"False";"Inbound";"Allow";"Private, Public";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-33502";;"Coordinateur de transactions distribuées";"True";"Active";"Any";"LocalSubnet";"Any";"Any";"TCP";"%SystemRoot%\system32\msdtc.exe";"";""
"CoreNet-DHCPV6-Out";"Réseau de base - Protocole DHCP pour IPv6 (DHCPV6-Out)";"Autorise les messages DHCPV6 (Dynamic Host Configuration Protocol pour IPv6) pour la configuration avec et sans état.";"True";"Outbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"Any";"546";"547";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"RVM-VDS-In-TCP-NoScope";"Gestion des volumes à distance - Service de disque virtuel (RPC)";"Règle de trafic entrant pour gérer à distance les volumes et le service de disque virtuel via RPC/TCP.";"False";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34501";;"Gestion des volumes à distance";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%SystemRoot%\system32\vds.exe";"";""
"WMI-WINMGMT-Out-TCP-NoScope";"Infrastructure de gestion Windows (WMI-Out)";"Règle de trafic sortant pour autoriser le trafic WMI pour Windows Management Instrumentation sur l’ordinateur distant. [TCP]";"False";"Outbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@FirewallAPI.dll,-34251";;"Infrastructure de gestion Windows (WMI)";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\svchost.exe";"";""
"Netlogon-TCP-RPC-In";"Autorisation de service Netlogon (RPC)";"Règle entrante permettant au service NetLogon de traiter les demandes d’autorisation distantes via le protocole RPC/TCP.";"False";"Inbound";"Allow";"Any";;"Block";"System.String[]";;;;;;;"@firewallapi.dll,-37681";;"Service Accès réseau";"True";"Active";"Any";"Any";"RPC";"Any";"TCP";"%SystemRoot%\System32\lsass.exe";"";""
"CoreNet-ICMP6-TE-In";"Gestion réseau de base - temps dépassé (ICMPv6 entrant)";"Les messages d’erreur Temps dépassé sont générés par un nœud que le paquet traverse si la valeur du champ Limite étape est décrémentée jusqu’à zéro à un point quelconque sur le chemin d’accès.";"True";"Inbound";"Allow";"Any";;"Allow";"System.String[]";;;;;;;"@FirewallAPI.dll,-25000";;"Réseau de base";"True";"Active";"Any";"Any";"RPC";"Any";"ICMPv6";"System";"";""
"MDNS-In-UDP-Domain-Active";"mDNS (UDP-Entrée)";"Règle de trafic entrant pour le trafic mDNS [UDP]";"True";"Inbound";"Allow";"Domain";;"Block";"System.String[]";;;;;;;"@%SystemRoot%\system32\firewallapi.dll,-37302";;"mDNS";"True";"Active";"Any";"Any";"5353";"Any";"UDP";"%SystemRoot%\system32\svchost.exe";"";""
"Collab-P2PHost-In-TCP";"Windows Peer to Peer Collaboration Foundation (TCP-Entrée)";"Règle de trafic entrant pour Windows Peer to Peer Collaboration Foundation pour la communication d’égal à égal. [TCP]";"False";"Inbound";"Allow";"Any";;"DeferToApp";"System.String[]";;;;;;;"@FirewallAPI.dll,-32002";;"Windows Peer to Peer Collaboration Foundation";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\p2phost.exe";"";""
"RemoteAssistance-In-TCP-EdgeScope-Active";"Assistance à distance (TCP-Entrée)";"Règle de trafic entrant pour le trafic d’Assistance à distance. [TCP]";"True";"Inbound";"Allow";"Domain, Private";;"DeferToApp";"System.String[]";;;;;;;"@FirewallAPI.dll,-33002";;"Assistance à distance";"True";"Active";"Any";"Any";"Any";"Any";"TCP";"%SystemRoot%\system32\msra.exe";"";""
